user-definedlabeln,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2
0.0,64.0,60.0,213.0,419743.0,66205.0,19856.0,10985.0,4981.0,2160.0,1184.0,1460.0
1.0,34.0,40.0,-41.0,705742.0,62031.0,6005.0,22834.0,6111.0,15321.0,5526.0,3416.0
1.0,30.0,38.0,72.0,602024.0,236202.0,9318.0,16850.0,15960.0,4693.0,1804.0,1526.0
0.0,53.0,57.0,114.0,1551526.0,76856.0,12592.0,21831.0,9917.0,7916.0,14364.0,14894.0
0.0,66.0,64.0,97.0,328628.0,214298.0,137748.0,82882.0,13808.0,25775.0,16689.0,4464.0
1.0,54.0,75.0,61.0,748166.0,37511.0,8925.0,31691.0,62260.0,53086.0,26894.0,15848.0
0.0,61.0,41.0,-9.0,686889.0,125123.0,10877.0,14914.0,5718.0,12702.0,5929.0,2946.0
0.0,50.0,56.0,38.0,26417.0,5678.0,11271.0,13113.0,17008.0,7086.0,8714.0,5931.0
0.0,56.0,60.0,34.0,7511.0,13168.0,5684.0,3479.0,15507.0,7315.0,3318.0,2410.0
0.0,61.0,17.0,-1.0,3434.0,16285.0,1557.0,2700.0,2232.0,4486.0,1558.0,1231.0
1.0,41.0,93.0,120.0,1044009.0,127803.0,31493.0,39522.0,10730.0,7985.0,6303.0,5108.0
0.0,0.0,0.0,-2048.0,33552.0,83173.0,4250.0,10839.0,25992.0,192588.0,53112.0,21116.0
1.0,35.0,48.0,130.0,1048240.0,80745.0,29837.0,20025.0,14680.0,48808.0,57637.0,34201.0
1.0,51.0,56.0,44.0,552188.0,290668.0,32298.0,38739.0,35804.0,28527.0,14319.0,3338.0
0.0,54.0,54.0,9.0,6083.0,17891.0,902.0,7097.0,10865.0,7290.0,2874.0,2264.0
1.0,37.0,81.0,150.0,2611974.0,127379.0,130064.0,126256.0,23648.0,56801.0,30196.0,14912.0
0.0,53.0,61.0,474.0,667793.0,14829.0,2344.0,9768.0,2393.0,7217.0,8036.0,951.0
1.0,0.0,0.0,-2048.0,996887.0,231047.0,171625.0,242970.0,179085.0,93834.0,84613.0,125570.0
1.0,26.0,30.0,-33.0,1507154.0,298443.0,72393.0,53080.0,36766.0,44500.0,23598.0,26568.0
0.0,69.0,50.0,-21.0,520081.0,214129.0,65354.0,44047.0,54661.0,25911.0,21051.0,4496.0
1.0,40.0,29.0,7.0,944194.0,164382.0,7680.0,22193.0,13301.0,16041.0,7391.0,3358.0
0.0,57.0,51.0,-10.0,255333.0,25867.0,5055.0,5070.0,2495.0,7469.0,10492.0,3831.0
0.0,64.0,56.0,145.0,519312.0,107314.0,21395.0,18889.0,18542.0,11653.0,8053.0,6760.0
1.0,20.0,10.0,113.0,1063599.0,220479.0,9370.0,3223.0,8944.0,7498.0,8997.0,2173.0
0.0,64.0,54.0,57.0,220442.0,145404.0,26234.0,54372.0,14059.0,34437.0,38435.0,13154.0
0.0,93.0,47.0,29.0,212061.0,103790.0,51264.0,29326.0,47077.0,27231.0,13311.0,3307.0
1.0,54.0,53.0,-43.0,37179.0,24734.0,43774.0,52746.0,15269.0,32067.0,40418.0,8638.0
0.0,83.0,54.0,91.0,509184.0,40135.0,7887.0,12363.0,20689.0,6543.0,2170.0,2391.0
1.0,20.0,35.0,92.0,1854872.0,179154.0,62850.0,46707.0,10742.0,10235.0,14872.0,5855.0
0.0,77.0,77.0,96.0,887739.0,24467.0,25581.0,8193.0,12168.0,8792.0,2564.0,4212.0
1.0,29.0,37.0,74.0,64225.0,22291.0,2404.0,1515.0,15095.0,7748.0,2934.0,2633.0
1.0,41.0,60.0,474.0,2358609.0,124829.0,26597.0,52536.0,10171.0,12075.0,3666.0,3213.0
1.0,26.0,75.0,60.0,1226449.0,290606.0,5955.0,38628.0,16041.0,6586.0,2369.0,3125.0
0.0,74.0,48.0,80.0,448095.0,405108.0,141683.0,27734.0,20135.0,34209.0,21308.0,6222.0
0.0,57.0,54.0,3.0,14651.0,8683.0,2085.0,6186.0,5796.0,4459.0,3650.0,2132.0
1.0,40.0,38.0,-41.0,1062315.0,115411.0,19737.0,10682.0,17204.0,11282.0,8463.0,2740.0
1.0,38.0,54.0,27.0,46207.0,16360.0,5687.0,3891.0,7501.0,9258.0,6709.0,6458.0
0.0,57.0,57.0,18.0,15977.0,8195.0,789.0,28541.0,10037.0,6894.0,2792.0,6090.0
1.0,29.0,30.0,20.0,980732.0,146014.0,10040.0,20347.0,12828.0,27569.0,9356.0,5911.0
0.0,57.0,29.0,-7.0,777358.0,234259.0,10003.0,16919.0,23942.0,18692.0,27016.0,11005.0
0.0,90.0,63.0,53.0,8588.0,4716.0,3320.0,8459.0,15884.0,38632.0,7068.0,7283.0
0.0,83.0,57.0,2.0,8441.0,10087.0,4634.0,4376.0,9858.0,10360.0,9057.0,4119.0
1.0,13.0,14.0,87.0,184720.0,64215.0,3887.0,7091.0,8889.0,6978.0,11951.0,6987.0
1.0,54.0,27.0,-12.0,11249.0,38869.0,19557.0,12977.0,26427.0,25314.0,5321.0,15741.0
0.0,56.0,37.0,50.0,25764.0,14073.0,4816.0,6010.0,13992.0,36319.0,37445.0,23661.0
1.0,30.0,53.0,86.0,396505.0,137529.0,6854.0,15280.0,4937.0,10052.0,3563.0,3442.0
1.0,40.0,50.0,121.0,257828.0,92267.0,43238.0,12705.0,11962.0,9305.0,24944.0,1193.0
1.0,16.0,48.0,-36.0,2339201.0,56396.0,4146.0,9635.0,1909.0,15094.0,17587.0,6258.0
1.0,50.0,53.0,76.0,1759494.0,67233.0,18090.0,18774.0,40267.0,8092.0,11128.0,7898.0
1.0,44.0,41.0,-61.0,431760.0,18612.0,12068.0,7192.0,3945.0,8301.0,4669.0,2354.0
0.0,78.0,14.0,-490.0,320868.0,42928.0,16941.0,20099.0,11200.0,13033.0,6464.0,1967.0
1.0,21.0,40.0,65.0,894321.0,106261.0,3543.0,22800.0,12283.0,19227.0,5740.0,3132.0
1.0,40.0,63.0,13.0,503246.0,98599.0,35022.0,51345.0,27789.0,10751.0,1203.0,4514.0
1.0,43.0,80.0,-3.0,1663996.0,420114.0,234158.0,103627.0,90265.0,35993.0,27340.0,10248.0
1.0,0.0,0.0,-14.0,1656757.0,316466.0,67692.0,22432.0,19635.0,14179.0,5604.0,1935.0
0.0,74.0,40.0,27.0,130193.0,57278.0,32422.0,5432.0,14185.0,25482.0,11998.0,7586.0
0.0,0.0,0.0,-294.0,495656.0,107091.0,29683.0,118547.0,80341.0,250656.0,430293.0,65557.0
0.0,0.0,0.0,2047.0,445008.0,12230.0,55865.0,17378.0,23293.0,33098.0,21676.0,18129.0
0.0,56.0,47.0,-11.0,1235520.0,60459.0,15833.0,17302.0,10159.0,12271.0,6203.0,441.0
1.0,60.0,61.0,192.0,1286262.0,161891.0,83149.0,40458.0,34939.0,14992.0,11224.0,13775.0
1.0,26.0,50.0,208.0,1961647.0,130630.0,16657.0,19656.0,37769.0,31669.0,13848.0,2875.0
0.0,74.0,50.0,42.0,4475.0,13234.0,2310.0,4119.0,2490.0,7283.0,2588.0,2227.0
1.0,30.0,48.0,57.0,132912.0,23633.0,9594.0,2435.0,2283.0,1449.0,495.0,660.0
1.0,75.0,80.0,34.0,3660.0,3410.0,1971.0,2297.0,5227.0,2122.0,3329.0,3488.0
1.0,34.0,63.0,140.0,693387.0,442596.0,71173.0,25871.0,13198.0,20728.0,6907.0,1765.0
0.0,10.0,60.0,122.0,761238.0,70020.0,15035.0,51490.0,9437.0,13217.0,7765.0,1067.0
1.0,23.0,77.0,-198.0,1029215.0,41971.0,5910.0,21897.0,9687.0,20840.0,11289.0,1098.0
0.0,77.0,56.0,85.0,168966.0,86701.0,18684.0,12778.0,7718.0,23746.0,14089.0,7132.0
0.0,43.0,54.0,37.0,21593.0,10915.0,1051.0,3754.0,6899.0,6239.0,1913.0,1591.0
1.0,41.0,23.0,-7.0,728522.0,605763.0,63438.0,1215.0,22955.0,20647.0,11597.0,2171.0
1.0,27.0,51.0,-222.0,1060945.0,943558.0,334295.0,19878.0,50913.0,52561.0,31696.0,15191.0
0.0,37.0,48.0,23.0,57711.0,6753.0,2681.0,745.0,207.0,855.0,465.0,107.0
1.0,0.0,0.0,977.0,936739.0,21723.0,33354.0,43897.0,21663.0,11316.0,18102.0,12820.0
1.0,47.0,48.0,36.0,617398.0,124976.0,51580.0,42330.0,14542.0,23127.0,22533.0,18811.0
1.0,70.0,61.0,-189.0,2261584.0,710979.0,208618.0,131800.0,119109.0,340416.0,18096.0,30682.0
1.0,24.0,75.0,23.0,1113217.0,195128.0,84981.0,38123.0,35667.0,10909.0,15161.0,15362.0
1.0,48.0,64.0,-59.0,360450.0,62029.0,28255.0,18035.0,20078.0,8941.0,5200.0,485.0
0.0,44.0,74.0,55.0,21277.0,22023.0,9148.0,7261.0,7391.0,5451.0,2602.0,3351.0
1.0,54.0,81.0,141.0,843233.0,93231.0,23691.0,28572.0,12468.0,16559.0,26977.0,5902.0
0.0,67.0,48.0,16.0,6624.0,16601.0,3268.0,3899.0,6162.0,4905.0,1868.0,4452.0
1.0,47.0,60.0,-5.0,595415.0,208185.0,67727.0,25771.0,12774.0,22724.0,6632.0,4418.0
1.0,41.0,81.0,38.0,824923.0,179397.0,38358.0,43444.0,6634.0,10501.0,13052.0,13752.0
1.0,30.0,29.0,60.0,871641.0,121574.0,38893.0,27822.0,22068.0,14521.0,5792.0,2730.0
1.0,27.0,53.0,25.0,8684.0,9138.0,8658.0,12903.0,7863.0,5075.0,4517.0,2584.0
0.0,44.0,60.0,32.0,214368.0,39468.0,1636.0,3412.0,2022.0,1294.0,1106.0,880.0
1.0,47.0,57.0,57.0,2153217.0,181847.0,152413.0,21797.0,9632.0,18371.0,15019.0,16580.0
0.0,41.0,51.0,133.0,66706.0,111648.0,9443.0,2199.0,12214.0,9703.0,11927.0,925.0
0.0,38.0,70.0,52.0,4072.0,7021.0,6298.0,13166.0,6009.0,2471.0,1677.0,943.0
1.0,30.0,80.0,119.0,584489.0,70897.0,22278.0,9818.0,19556.0,10803.0,2589.0,986.0
0.0,63.0,94.0,72.0,975287.0,69173.0,14589.0,24027.0,9037.0,9822.0,6294.0,3592.0
1.0,16.0,67.0,-54.0,1019053.0,48412.0,39998.0,7557.0,13848.0,21715.0,6570.0,2232.0
1.0,0.0,0.0,-2048.0,1551433.0,96965.0,55311.0,183741.0,14955.0,67216.0,74435.0,54046.0
1.0,48.0,67.0,45.0,3058721.0,328064.0,71067.0,57581.0,71309.0,46725.0,21899.0,19310.0
1.0,13.0,30.0,-22.0,1149507.0,609238.0,126065.0,12702.0,26278.0,26838.0,11327.0,7762.0
0.0,53.0,75.0,-502.0,230640.0,204532.0,67659.0,7357.0,11873.0,6980.0,5272.0,4163.0
1.0,56.0,56.0,50.0,397896.0,168034.0,44657.0,29508.0,17097.0,45661.0,103140.0,46361.0
1.0,29.0,53.0,-26.0,952471.0,260170.0,22177.0,35027.0,8576.0,28522.0,35735.0,24217.0
0.0,61.0,60.0,9.0,296389.0,50506.0,12352.0,13042.0,11155.0,13407.0,30932.0,4864.0
0.0,60.0,51.0,7.0,208810.0,361560.0,37128.0,9980.0,41680.0,13184.0,9972.0,6931.0
0.0,57.0,69.0,-20.0,844633.0,111173.0,20500.0,14472.0,3949.0,10103.0,3339.0,2277.0
1.0,14.0,48.0,138.0,158809.0,60318.0,8519.0,14154.0,4454.0,5504.0,5444.0,1322.0
0.0,30.0,23.0,227.0,260691.0,22556.0,4483.0,4727.0,1996.0,3872.0,744.0,395.0
0.0,43.0,69.0,1.0,206184.0,31698.0,31027.0,4072.0,3841.0,6248.0,462.0,1589.0
1.0,30.0,35.0,-21.0,452564.0,71375.0,4548.0,14714.0,2866.0,7672.0,4003.0,3731.0
0.0,60.0,51.0,76.0,253010.0,92652.0,44752.0,17141.0,4653.0,2224.0,4634.0,1153.0
0.0,40.0,91.0,-139.0,627494.0,71324.0,45342.0,177856.0,64481.0,25428.0,40170.0,33529.0
1.0,69.0,51.0,27.0,15870.0,5926.0,7994.0,6111.0,9068.0,6361.0,4465.0,3415.0
0.0,48.0,61.0,33.0,1861.0,6324.0,3536.0,1811.0,8157.0,6865.0,1123.0,1140.0
1.0,38.0,74.0,36.0,994614.0,110309.0,15614.0,83302.0,24057.0,8599.0,5327.0,3497.0
0.0,0.0,0.0,61.0,691334.0,20098.0,18375.0,16794.0,9937.0,17806.0,14448.0,1607.0
0.0,53.0,60.0,121.0,105078.0,51084.0,6911.0,12906.0,27163.0,12221.0,3273.0,2218.0
1.0,50.0,57.0,-28.0,236885.0,10834.0,29652.0,6973.0,3335.0,4900.0,6714.0,1006.0
0.0,78.0,64.0,18.0,1289772.0,84144.0,5646.0,24063.0,9817.0,9944.0,9219.0,6769.0
0.0,90.0,74.0,28.0,11277.0,4777.0,3370.0,8945.0,7935.0,12205.0,2848.0,1557.0
0.0,21.0,91.0,23.0,3986.0,18028.0,1809.0,8858.0,8580.0,2409.0,3620.0,935.0
0.0,44.0,60.0,99.0,81126.0,61134.0,24098.0,22403.0,14928.0,43114.0,23090.0,22173.0
1.0,27.0,34.0,-6.0,700969.0,235223.0,29558.0,23974.0,6962.0,49475.0,8736.0,12429.0
0.0,43.0,69.0,18.0,2146254.0,68088.0,3658.0,12253.0,10834.0,6517.0,2840.0,1614.0
1.0,0.0,0.0,2047.0,648413.0,137219.0,163750.0,193992.0,69252.0,206848.0,379237.0,86526.0
0.0,56.0,75.0,25.0,12621.0,7349.0,5681.0,2510.0,3400.0,5506.0,1383.0,3846.0
0.0,57.0,60.0,98.0,171693.0,62425.0,10124.0,10172.0,3852.0,7350.0,5256.0,1774.0
0.0,0.0,0.0,2047.0,921733.0,79447.0,89558.0,41302.0,38280.0,183148.0,117659.0,72203.0
0.0,26.0,41.0,-227.0,243450.0,60001.0,16395.0,40998.0,14276.0,8073.0,7385.0,581.0
0.0,80.0,29.0,89.0,16031.0,12658.0,2846.0,1870.0,2059.0,4536.0,3833.0,3778.0
1.0,44.0,56.0,-25.0,2083856.0,268639.0,79580.0,76672.0,40202.0,55430.0,10857.0,5940.0
1.0,44.0,27.0,72.0,149203.0,11151.0,3022.0,1091.0,659.0,4698.0,3062.0,991.0
0.0,75.0,74.0,137.0,419956.0,8415.0,1675.0,6341.0,1893.0,2084.0,1230.0,577.0
1.0,34.0,60.0,53.0,1548956.0,130873.0,50034.0,48331.0,15815.0,23731.0,14886.0,3741.0
0.0,0.0,0.0,-2048.0,581075.0,122989.0,9814.0,22960.0,10455.0,340132.0,383995.0,114785.0
1.0,0.0,0.0,2047.0,3185759.0,706320.0,143937.0,106291.0,137655.0,534048.0,833715.0,250462.0
1.0,75.0,47.0,51.0,1192192.0,30656.0,1108.0,12337.0,15962.0,23356.0,19097.0,9060.0
0.0,40.0,69.0,32.0,11990.0,11272.0,4562.0,4759.0,10624.0,3096.0,2872.0,1584.0
0.0,66.0,34.0,29.0,335466.0,303113.0,27674.0,13676.0,35646.0,28162.0,9049.0,11777.0
0.0,41.0,21.0,209.0,999411.0,145077.0,3266.0,16746.0,5968.0,13822.0,7300.0,1103.0
1.0,34.0,53.0,0.0,11573.0,4713.0,8651.0,5400.0,9735.0,7682.0,7003.0,9558.0
0.0,53.0,57.0,5.0,9562.0,10923.0,7193.0,1895.0,6119.0,3698.0,4842.0,6351.0
1.0,24.0,27.0,185.0,1154738.0,71844.0,9356.0,8921.0,20200.0,19070.0,11535.0,3201.0
1.0,44.0,77.0,163.0,77835.0,44530.0,5571.0,6827.0,8937.0,2492.0,1952.0,959.0
0.0,87.0,96.0,-8.0,5018.0,4738.0,7738.0,11974.0,9112.0,9373.0,3790.0,3495.0
0.0,51.0,44.0,49.0,426631.0,57181.0,12964.0,7157.0,2727.0,4176.0,1146.0,1192.0
0.0,61.0,78.0,72.0,113581.0,18560.0,2826.0,7630.0,6488.0,4378.0,10209.0,5042.0
1.0,0.0,0.0,-2048.0,1262704.0,180725.0,119431.0,191384.0,89259.0,79845.0,53668.0,84113.0
1.0,34.0,41.0,84.0,213062.0,74689.0,5371.0,3356.0,1902.0,1486.0,1559.0,503.0
0.0,47.0,60.0,40.0,5482.0,9434.0,2692.0,5517.0,7917.0,5565.0,1456.0,1109.0
0.0,66.0,60.0,43.0,490400.0,157867.0,151232.0,38451.0,42849.0,13624.0,10091.0,13292.0
1.0,20.0,38.0,65.0,1075242.0,836702.0,139462.0,122927.0,84753.0,64518.0,129326.0,45730.0
0.0,78.0,51.0,26.0,3460.0,8251.0,11087.0,7176.0,13017.0,8691.0,2435.0,2065.0
1.0,29.0,48.0,56.0,128334.0,52003.0,17654.0,6395.0,6052.0,8201.0,1020.0,555.0
1.0,17.0,27.0,-57.0,631594.0,242731.0,119186.0,14154.0,29342.0,12851.0,3550.0,3121.0
1.0,44.0,44.0,41.0,854189.0,76703.0,22033.0,5645.0,6037.0,7208.0,3260.0,1841.0
1.0,38.0,47.0,184.0,86446.0,41985.0,6382.0,2532.0,1624.0,1659.0,1850.0,1846.0
0.0,0.0,0.0,-26.0,330873.0,38460.0,31621.0,23439.0,26520.0,25579.0,11119.0,13861.0
0.0,88.0,67.0,102.0,539985.0,98311.0,19022.0,54614.0,6969.0,25708.0,11096.0,14067.0
1.0,38.0,67.0,0.0,320534.0,61097.0,23265.0,7437.0,3854.0,14775.0,4989.0,6676.0
0.0,0.0,0.0,-2048.0,66014.0,19960.0,24641.0,24446.0,17278.0,64648.0,92064.0,22019.0
0.0,57.0,37.0,-82.0,73968.0,43822.0,2820.0,2891.0,1794.0,1942.0,1099.0,260.0
0.0,48.0,66.0,10.0,6984.0,49114.0,13332.0,17056.0,23823.0,3729.0,3550.0,1077.0
0.0,70.0,41.0,424.0,230842.0,195980.0,10384.0,58210.0,99519.0,55710.0,30128.0,14575.0
1.0,38.0,60.0,151.0,1911165.0,317626.0,76575.0,14128.0,70464.0,26266.0,8624.0,4606.0
1.0,60.0,63.0,57.0,1871395.0,197492.0,16667.0,28861.0,53302.0,55166.0,12887.0,23205.0
0.0,40.0,66.0,49.0,197159.0,64907.0,9026.0,2993.0,5785.0,2482.0,1031.0,313.0
1.0,53.0,75.0,11.0,15036.0,17525.0,6830.0,10222.0,2886.0,6096.0,4623.0,2389.0
0.0,0.0,0.0,2047.0,45071.0,70613.0,3481.0,2681.0,14076.0,4526.0,1922.0,2001.0
0.0,84.0,20.0,-41.0,23253.0,39579.0,6460.0,2401.0,15336.0,47570.0,37650.0,12565.0
0.0,53.0,47.0,22.0,312566.0,96522.0,6582.0,59081.0,40151.0,56258.0,29387.0,9319.0
1.0,21.0,37.0,73.0,2266437.0,182941.0,2952.0,21364.0,22799.0,19635.0,9071.0,8094.0
1.0,27.0,48.0,-8.0,365386.0,41964.0,7195.0,7593.0,896.0,5519.0,8585.0,5817.0
1.0,41.0,60.0,-29.0,421377.0,497385.0,40577.0,42323.0,28986.0,22730.0,8700.0,7235.0
0.0,60.0,69.0,326.0,536455.0,26166.0,24168.0,71555.0,12173.0,12984.0,17782.0,2409.0
1.0,26.0,66.0,28.0,501224.0,261039.0,105301.0,5014.0,48792.0,22630.0,28352.0,12281.0
0.0,64.0,34.0,69.0,1730.0,16156.0,7247.0,14993.0,44573.0,55921.0,19165.0,20806.0
0.0,37.0,66.0,340.0,177212.0,51868.0,15491.0,9476.0,12611.0,3866.0,2667.0,970.0
1.0,13.0,69.0,218.0,1349068.0,1595050.0,878352.0,258676.0,131315.0,133624.0,179242.0,26351.0
1.0,23.0,37.0,409.0,1811564.0,715606.0,20279.0,87012.0,121415.0,33215.0,40813.0,11420.0
1.0,40.0,38.0,-451.0,1300335.0,290533.0,35343.0,52177.0,13690.0,23050.0,26921.0,4350.0
1.0,54.0,34.0,-3.0,98661.0,114412.0,9927.0,2972.0,5947.0,5511.0,1563.0,885.0
0.0,43.0,63.0,-171.0,170825.0,63135.0,12592.0,19856.0,5626.0,38704.0,9018.0,1318.0
1.0,64.0,47.0,120.0,2326731.0,75705.0,16017.0,67332.0,46008.0,67779.0,7436.0,21977.0
0.0,60.0,64.0,103.0,17654.0,25684.0,7458.0,17619.0,21908.0,29711.0,9363.0,18967.0
0.0,51.0,54.0,52.0,1114390.0,20359.0,20711.0,12781.0,6557.0,26070.0,2096.0,812.0
1.0,40.0,30.0,-29.0,52713.0,22772.0,1681.0,1339.0,946.0,893.0,601.0,894.0
1.0,3.0,34.0,7.0,2017547.0,1028299.0,112797.0,109674.0,132345.0,33538.0,20532.0,6124.0
1.0,40.0,4.0,113.0,348892.0,18412.0,4510.0,5808.0,4387.0,4128.0,7106.0,2861.0
1.0,27.0,35.0,42.0,20021.0,7118.0,2623.0,4383.0,13745.0,14112.0,20116.0,8049.0
0.0,70.0,16.0,3.0,186804.0,97957.0,5421.0,4836.0,21692.0,13384.0,6722.0,4851.0
1.0,24.0,54.0,58.0,883014.0,523252.0,313398.0,35897.0,91301.0,59877.0,29014.0,19578.0
0.0,24.0,30.0,135.0,772247.0,140906.0,36035.0,39462.0,14114.0,12720.0,13899.0,788.0
1.0,51.0,51.0,-19.0,3605075.0,888844.0,254136.0,341537.0,122993.0,163052.0,132875.0,28206.0
1.0,50.0,35.0,74.0,764640.0,375056.0,71449.0,26912.0,10108.0,86042.0,19972.0,22360.0
0.0,74.0,67.0,-6.0,133987.0,24432.0,18929.0,18396.0,19618.0,11337.0,15454.0,5124.0
0.0,69.0,54.0,-28.0,24845.0,22600.0,9603.0,4896.0,10223.0,32902.0,11994.0,5261.0
0.0,51.0,54.0,-90.0,817793.0,51984.0,13440.0,19349.0,5740.0,16421.0,2465.0,837.0
1.0,16.0,35.0,22.0,225307.0,363457.0,5122.0,15789.0,58454.0,38316.0,21078.0,20243.0
0.0,64.0,51.0,53.0,215169.0,58370.0,12014.0,20736.0,23053.0,13770.0,20035.0,7050.0
1.0,0.0,0.0,-2048.0,511655.0,303377.0,45306.0,22970.0,62655.0,186035.0,115826.0,66258.0
1.0,24.0,63.0,41.0,26534.0,78058.0,6571.0,5961.0,1691.0,4006.0,5230.0,453.0
1.0,48.0,48.0,-4.0,2159163.0,66643.0,37906.0,13349.0,22452.0,27616.0,6811.0,8704.0
0.0,23.0,27.0,-62.0,88434.0,37539.0,3011.0,2411.0,2887.0,2257.0,959.0,178.0
1.0,26.0,78.0,89.0,356922.0,22311.0,9649.0,5361.0,2212.0,7395.0,11192.0,5888.0
1.0,47.0,56.0,42.0,1710455.0,127026.0,20421.0,23678.0,8289.0,12812.0,5790.0,3587.0
0.0,44.0,38.0,133.0,151798.0,55762.0,12542.0,11572.0,19678.0,17060.0,4245.0,3947.0
1.0,30.0,54.0,11.0,1280516.0,115159.0,7829.0,19538.0,7920.0,11794.0,8552.0,7113.0
1.0,16.0,51.0,-173.0,1569614.0,280197.0,65474.0,24605.0,71448.0,20541.0,112758.0,45703.0
0.0,26.0,56.0,-202.0,2263428.0,269419.0,80418.0,96666.0,15220.0,37850.0,89361.0,5480.0
0.0,51.0,44.0,16.0,9409.0,18425.0,1947.0,4114.0,3958.0,3124.0,3116.0,2661.0
1.0,20.0,43.0,100.0,1173850.0,107141.0,34984.0,34589.0,10877.0,12141.0,4530.0,7533.0
0.0,63.0,48.0,-72.0,516512.0,28142.0,16413.0,15053.0,8542.0,21624.0,5639.0,12069.0
0.0,54.0,27.0,114.0,227964.0,186145.0,15379.0,31299.0,17719.0,12473.0,2326.0,3358.0
0.0,38.0,40.0,5.0,567259.0,95762.0,15695.0,12411.0,6188.0,16873.0,8614.0,1721.0
1.0,50.0,63.0,27.0,186118.0,97346.0,38370.0,24972.0,5339.0,18308.0,7661.0,6901.0
0.0,90.0,69.0,43.0,20053.0,5765.0,4754.0,1928.0,5950.0,6926.0,5547.0,5824.0
0.0,57.0,57.0,51.0,478286.0,346300.0,26850.0,19243.0,22675.0,26282.0,5568.0,3489.0
0.0,61.0,67.0,-101.0,1229126.0,151741.0,62735.0,183825.0,17172.0,49336.0,41605.0,5034.0
1.0,29.0,63.0,-2.0,830365.0,73538.0,127975.0,91175.0,30892.0,42426.0,22565.0,10316.0
1.0,0.0,0.0,-2048.0,759679.0,100540.0,94983.0,36958.0,53959.0,297047.0,337966.0,83927.0
1.0,0.0,0.0,397.0,372031.0,133765.0,3253.0,14526.0,16230.0,20851.0,11201.0,12293.0
1.0,27.0,16.0,-185.0,297552.0,128033.0,165988.0,37700.0,37805.0,53050.0,11406.0,12181.0
1.0,61.0,29.0,83.0,1441399.0,90443.0,21229.0,12120.0,7072.0,17003.0,21400.0,19243.0
1.0,14.0,13.0,182.0,298468.0,267354.0,14560.0,25462.0,9740.0,13016.0,11574.0,3946.0
0.0,64.0,64.0,122.0,283210.0,42353.0,32225.0,5499.0,6120.0,7809.0,5400.0,445.0
0.0,61.0,57.0,-1.0,297833.0,1661.0,9863.0,8003.0,5362.0,13015.0,8790.0,6541.0
0.0,75.0,74.0,36.0,731400.0,37371.0,60722.0,8060.0,20718.0,16803.0,9944.0,3276.0
1.0,37.0,16.0,53.0,13132.0,11824.0,3491.0,5471.0,8811.0,18233.0,16036.0,10265.0
1.0,29.0,69.0,83.0,178720.0,101399.0,37458.0,17106.0,15672.0,18450.0,3404.0,3083.0
1.0,11.0,43.0,681.0,667064.0,93754.0,40471.0,37126.0,10979.0,27221.0,8862.0,7672.0
0.0,64.0,29.0,36.0,11233.0,26907.0,2135.0,1031.0,2258.0,4163.0,2761.0,1360.0
1.0,50.0,63.0,40.0,10918.0,20480.0,7805.0,40999.0,11441.0,34297.0,21583.0,15155.0
1.0,57.0,81.0,-251.0,1390330.0,88347.0,156950.0,105323.0,54391.0,43704.0,20056.0,22722.0
1.0,61.0,30.0,105.0,276819.0,144156.0,5779.0,7208.0,5030.0,26970.0,20584.0,5446.0
1.0,50.0,40.0,43.0,1020451.0,151064.0,32953.0,29890.0,10908.0,13031.0,12365.0,11514.0
0.0,47.0,51.0,-20.0,143218.0,61158.0,6484.0,1454.0,1112.0,1752.0,919.0,402.0
1.0,29.0,67.0,-7.0,603506.0,64830.0,3740.0,17494.0,4556.0,7951.0,14838.0,1646.0
1.0,27.0,64.0,42.0,71507.0,37889.0,6692.0,1589.0,646.0,1065.0,277.0,422.0
1.0,48.0,69.0,-66.0,1588182.0,180401.0,31125.0,17422.0,25149.0,21939.0,7105.0,5114.0
1.0,17.0,43.0,137.0,1383047.0,354198.0,206682.0,9877.0,27145.0,15209.0,17122.0,10428.0
1.0,51.0,47.0,132.0,546806.0,136341.0,6618.0,13214.0,13033.0,24979.0,6126.0,2491.0
1.0,24.0,54.0,138.0,763468.0,222519.0,12820.0,9217.0,15712.0,9818.0,6173.0,5692.0
1.0,64.0,44.0,75.0,8398.0,6658.0,3474.0,7919.0,8879.0,14788.0,17057.0,8817.0
0.0,57.0,63.0,12.0,439893.0,127874.0,6736.0,6565.0,9546.0,5140.0,11899.0,3558.0
1.0,37.0,64.0,-13.0,1966090.0,96592.0,8320.0,24139.0,20032.0,16809.0,3351.0,3908.0
0.0,70.0,78.0,76.0,1789.0,8301.0,2790.0,6612.0,1643.0,5889.0,9033.0,7456.0
0.0,57.0,69.0,24.0,996334.0,161576.0,12731.0,23387.0,14677.0,37640.0,16079.0,9810.0
0.0,38.0,56.0,-259.0,1398373.0,189552.0,26876.0,75305.0,329110.0,61286.0,13099.0,9498.0
1.0,14.0,50.0,-162.0,1959732.0,278832.0,136260.0,94910.0,43620.0,20054.0,88333.0,8066.0
0.0,27.0,74.0,91.0,3981.0,18964.0,4238.0,4969.0,3737.0,5721.0,2259.0,1327.0
0.0,63.0,48.0,114.0,238338.0,84260.0,25800.0,22647.0,23783.0,59936.0,19720.0,29906.0
0.0,21.0,57.0,-199.0,1063950.0,27423.0,25240.0,9815.0,7836.0,20941.0,2240.0,993.0
